"Example_ID","Language_ID","Sentence","Segmentation","Gloss","Translation","Source","Orig_Segmentation","Orig_Glossing","Orig_Translation","Comment","Morpheme_IDs"
"hix-18","hixk1239","w-ehekat-no","w-ehekat-no","1>3-buy-IMM","I bought it.","hixkaryanaderby1985[191]","","","","","hix_1a:1>3-X-X"
"kar-7","gali1262","eneʔko naʔna ʔwa, naʔna nikuraʔmaʔse me","Ø-enepɨ-ko naʔna ʔwa naʔna ni-kuraʔma-ʔse me","3-bring-IMP 1+3 to 1+3 3-cure-DES as","Bring him to us, so that we can cure him.","courtz2008carib[90]","","","","","X-X-X kar_13pro:1+3 X kar_13pro:1+3 X-X-X X"
"kar-10","gali1262","s-ene-i","s-ene-i","1>3-see-REC","I saw (it) recently.","courtz2008carib[24]","","","","","kar_1a:1>3-X-X"
"kar-11","gali1262","sìmoja","si-ɨʔmo-ja","1>3-break-PRS","I break it.","courtz2008carib[76]","","","","","kar_1a:1>3-X-X"
"kar-12","gali1262","akupi","a-kupi-i","3>2-bathe-REC","S/he has bathed you.","courtz2008carib[78]","","","","","kar_2p:3>2-X-X"
"kar-13","gali1262","awu kapɨn k-arima-non ʔne ro?","awu kapɨn k-arima-non ʔne ro?","1PRO not 1>2-push-PRS.UNCERT just to_continue","Why don't I push you?","courtz2008carib[169]","","","","","X X kar_12:1>2-X-X X X"
"kar-19","gali1262","kɨ-kupi-ja","kɨ-kupi-ja","3>1+2-bathe-PRS","He bathes you and me.","courtz2008carib[76]","","","","","kar_12:3>1+2-X-X"
"kar-21","gali1262","ɨ-rompɨ-i","ɨ-rompɨ-i","1S_P_-die-REC","I died.","courtz2008carib[46]","","","","","kar_1p:1S-X-X"
"kar-29","gali1262","a-sano-rɨ ɨ-wo-ja-n","a-sano-rɨ ɨ-wo-ja-n","2-desire-PERT 3>1-kill-PRS-UNCERT","My craving for you kills me.","courtz2008carib[67]","","","","","X-X-X kar_1p:3>1-X-X-X"
"kar-33","gali1262","òtoko `ne, nàna mikuràmatòse me","(w)opɨ-toko ʔne naʔna mi-kuraʔma-toʔse me","come-IMP.PL just 1+3 2>3-cure-DES.PL as","Come here, so that you can cure us.","courtz2008carib[89]","","","","","X-X X X kar_2a:2>3-X-X X"
"kar-38","gali1262","ni-kupi-i","ni-kupi-i","3>3-bathe-REC","S/he has bathed him/her/it.","courtz2008carib[78]","","","","","kar_3:3>3-X-X"
"kar-40","gali1262","uwapoto-mpo amu ni-romopɨ-i rapa","uwapoto-mpo amu ni-romopɨ-i rapa","older.person-DEV a 3S-die-REC again","It happened again that an old person died.","courtz2008carib[145]","","","","","X-X X kar_3:3S-X-X X"
"kui-118","nucl1656","i-koŋi-ke","i-koŋi-ke","3-wash-IMP","Wash it!","franchetto1986kuikuro[271]","","","","","kui_3i:3P-X-X"
"mak-6","maqu1238","məni-ʔhuma-a=to","məni-ʔhuma-a=to","1>2-unite-NPST=PL","I unite you.","maquiritaricaceres2011[186]","","","","","mak_1on2:1>2-X-X=X"
"mak-7","maqu1238","nɲa=mən-aihuku-tai","nɲa=mən-aihuku-tai","1+3=1>2-hit-FUT.PROB","We're probably going to hit you.","maquiritaricaceres2011[196]","","","","","mak_13pro:1+3=mak_1on2:1>2-X-X"
"mak-12","maqu1238","w-əʔka-i","w-əʔka-i","1S_A_-finish-REC.IPFV","I finished.","maquiritaricaceres2011[180]","","","","","mak_1sa:1S-X-X"
"mak-15","maqu1238","kɨ-hənɨ-a=to","kɨ-hənɨ-a=to","1+2S-swim-NPST=PL","We're going swimming.","maquiritaricaceres2011[189]","","","","","mak_12:1+2S-X-X=X"
"mak-16","maqu1238","kɨ-koneʔma-a","kɨ-koneʔma-a","2>1-bore-NPST","You're boring me.","maquiritaricaceres2011[195]","","","","","mak_12:2>1-X-X"
"mak-8","maqu1238","nɲa=kɨ-mennə-i","nɲa=kɨ-mennə-i","1+3=2>1-film-REC.IPFV","You filmed us.","maquiritaricaceres2011[196]","","","","","mak_13pro:1+3=mak_12:2>1-X-X"
"pan-13","enap1235","ana n-sɨrkeʔ-jah ana","ana n-sɨrkeʔ-jah ana","1+3 3-get.tired-REC.PFV 1+3","We got tired.","panarepayne2013[199]","","","","","pan_13pro:1+3 X-X-X X"
"pan-17","enap1235","ana n-asamaika-jah ana","ana n-asamaika-jah ana","1+3 3-sit-REC.PFV 1+3","We sat.","panarepayne2013[198]","","","","","pan_13pro:1+3 X-X-X X"
"pan-19","enap1235","amən ana-ni-petjuʔma-jah ana","amən ana-ni-petjuʔma-jah ana","2PRO 1+3-3-hit-REC.PFV 1+3","We hit you.","panarepayne2013[203]","","","","","X pan_13pro:1+3-X-X-X X"
"pan-29","enap1235","w-asamaika-jah t͡ʃu","w-asamaika-jah t͡ʃu","1-sit-PST.PFV 1","I sat.","panarepayne2013[198]","","","","","pan_1sa:1S-X-X X"
"pan-30","enap1235","Ø-sɨrkeʔ-jah t͡ʃu","Ø-sɨrkeʔ-jah t͡ʃu","1-get.tired-PST.PFV 1","I got tired.","panarepayne2013[199]","","","","","pan_1sa:1S-X-X X"
"pan-27","enap1235","t-ama-jah t͡ʃu","t-ama-jah t͡ʃu","1>3-knock.down-REC.PFV 1","I knocked him/her/it down.","panarepayne2013[200]","","","","","pan_1a:1>3-X-X X"
"tri-11","trio1238","n-apə-i","n-apə-i","3-catch-DUB","S/he has caught (it).","triomeira1999[289]","","","","","tri_3:3>3-X-X"
"tri-29","trio1238","k-əpəi a-apəə=pə","k-əpəi a-apəə=pə","1>2-catch[PRS.PFV] 2-arm.POSS=ADE","I caught you by the arm.","triomeira1999[388]","","","","","tri_12:1>2-X X-X=X"
"tri-30","trio1238","kɨ-tuuka","kɨ-tuuka","3>1+2-hit[PRS.PFV]","S/he hit us.","triomeira1999[237]","","","","","tri_12:3>1+2-X"
"tri-32","trio1238","kɨt-apoto-ma-po-ti","kɨt-apoto-ma-po-ti","1+2>3-helper-VBZ.BEN-CAUS-PL","We all made him help.","triomeira1999[62]","","","","","tri_12a:1+2>3-X-X-X-X"
"tri-33","trio1238","anja nɨ-tən","anja nɨ-tən","1+3 3S-go[PRS.PFV]","We have gone.","triomeira1999[135]","","","","","tri_13pro:1+3 X-X"
"tri-37","trio1238","ə-emamina","ə-emamina","2S_P_-play[PRS.PFV]","You have played.","triomeira1999[291]","","","","","tri_2p:2S-X"
"tri-38","trio1238","ə-eneh-ti","ə-eneh-ti","3>2-bring[PRS.IPFV]-PL","S/he has brought you all.","triomeira1999[296]","","","","","tri_2p:3>2-X-X"
"tri-39","trio1238","i-tuuka-i=mo","i-tuuka-i=mo","3>3-hit-HYP=IRR","S/he would hit it.","triomeira1999[238]","","","","","tri_3i:3>3-X-X=X"
"tri-14","trio1238","i-kəhtumu-i=mo","i-kəhtumu-i=mo","3-shout-HYP=IRR","He/she would shout.","triomeira1999[315]","","","","","tri_3i:3S-X-X=X"
"tri-36","trio1238","m-əh-tɨhka-n","m-əh-tɨhka-n","2S_A_-DETRZ-frighten[PRS.IPFV]-DUB","Why are you afraid?","triomeira1999[438]","","","","","tri_2sa:2S-X-X-X"
"tri-2","trio1238","m-ənə-i=mo","m-ənə-i=mo","2-eat-HYP=IRR","You would eat it.","triomeira1999[110]","","","","","tri_2a:2>3-X-X=X"
"tri-1","trio1238","m-eta=pa","m-eta=pa","2-hear.PRS.PFV=REP","Did you hear it again?","triomeira1999[110]","","","","","tri_2a:2>3-X=X"
"wai-8","waiw1244","Ø-ahsɨ-ko","Ø-ahsɨ-ko","3-catch-IMP","Catch hold of it!","waiwaihawkins1998[28]","","","","","wai_3i:3P-X-X"
"wai-9","waiw1244","Ø-mam-to-t͡ʃo-ko","Ø-mam-to-t͡ʃo-ko","3-surround-VBZ-PL-IMP","Surround him!","waiwaihawkins1998[176]","","","","","wai_3i:3P-X-X-X-X"
"wai-10","waiw1244","jɨ-hkoto-ko","jɨ-hkoto-ko","3-cut.in.two-IMP","Cut it in two!","waiwaihawkins1998[177]","","","","","wai_3i:3P-X-X"
"wai-7","waiw1244","i-jo-hto-ko","i-jo-hto-ko","3-edge-VBZ-IMP","Sharpen it!","waiwaihawkins1998[173]","","","","","wai_3i:3P-X-X-X"
"wai-15","waiw1244","tooto komo nɨ-wɨn-tɨka-t͡ʃow","tooto komo nɨ-wɨn-tɨka-t͡ʃow","people PL 3S-sleep-CPL-IMM.PL","All the people went to sleep.","waiwaihawkins1998[26]","","","","","X X wai_3:3S-X-X-X"
"way-5","waya1269","Ø-anop-kə","Ø-anop-kə","3-paint-IMP","Paint him/her/it!","wayanatavares2005[227]","","","","","way_3i:3P-X-X"
"way-7","waya1269","Ipanakmai ïu","i-panakma-he ɨwu","3-hear-HAB.PST 1PRO","I used to hear it.","wayanatavares2005[448]","","","","","way_3i:3P-X-X X"
"way-10","waya1269","w-əhetɨ-Ø","w-əhetɨ-Ø","1S_A_-dream-REC","I dreamed.","wayanatavares2005[204]","","","","","way_1sa:1S-X-X"
"way-11","waya1269","Emna nipanakmei awaina kuptë.","emna ni-panakma-ja-he awajna kuptə","1+3 3>3-hear-NPST-SAP morning each","We hear this every morning.","wayanatavares2005[117]","","","","","X way_3:3>3-X-X-X X X"
"way-12","waya1269","ni-rəməp","ni-rəməp","3S-die","It/she/he died.","wayanatavares2005[199]","","","","","way_3:3S-X"
"way-14","waya1269","ewarɨ ke i-pɨmɨ-kə","ewarɨ ke i-pɨmɨ-kə","rope[3] INS 3-tie-IMP","Tie it with its rope.","wayanatavares2005[267]","","","","","X X way_3i:3P-X-X"
"way-9","waya1269","pɨrahi əheruwawə w-ene-Ø","pɨrahi əheruwawə w-ene-Ø","back.carrier three 1>3-see-REC","I saw two baskets.","wayanatavares2005[118]","","","","","X X way_1a:1>3-X-X"
"wmr-48","waim1253","amiɲakɨ awɨ w-ɨ-sapa wiwe bɨ-se","amiɲakɨ awɨ w-ɨ-sapa wiwe bɨ-se","tomorrow 1PRO 1-go-NPST wood cut-SUP","Tomorrow I will got go cut wood.","waimiribruno2003[78]","","","","","X X wmr_1sa:1S-X-X X X-X"
"wmr-51","waim1253","awɨ wɨ-tam-pia","awɨ wɨ-tam-pia","1PRO 1-cry-IMM","I cried.","waimiribruno2003[78]","","","","","X wmr_1sa:1S-X-X"
"wmr-280","waim1253","t͡ʃamka-kɨ t͡ʃamka-kɨ ke-pa tahkome waha j-atɨ-kɨ j-atɨ-kɨ ke-pa tahkome","t͡ʃamka-kɨ t͡ʃamka-kɨ ke-pa tahkome waha j-atɨ-kɨ j-atɨ-kɨ ke-pa tahkome","make.fire-IMP make.fire-IMP say-REM elder many 3-put-IMP 3-put-IMP say-REM elder","“Make the fire!” “make the fire!” said the elder “Put more fire wood!” “Put more fire wood!” said the elders to the others.","waimiribruno2003[166]","","","","","X-X X-X X-X X X X-X-X wmr_3i:3P-X-X X-X X"
"wmr-208","waim1253","wame kwene taha n-id͡ʒaka-pa pɨratɨ wu-pa piawuna manɨ kiwauna manɨ","wame kwene taha n-id͡ʒaka-pa pɨratɨ wu-pa piawuna manɨ kiwauna manɨ","W. warrior leader 3-kill-REM P. kill-REM P. and K. and","Wame, the warrior leader, killed Pyraty, Piawuna, and Kiwauna too.","waimiribruno2003[107]","","","","","X X X wmr_3:3>3-X-X X X-X X X X X"
"kar-18","gali1262","wenaataae","ɨ-wenata-ja","1S_P_-vomit-PRS","I vomit.","alvarez2016esbozo[114]","","","","","kar_1p:1S-X-X"
"kar-32","gali1262","düaavoñña","ɨj-awon-ja","1S_P_-stop-PRS","I stop.","alvarez2016esbozo[114]","","","","","kar_1p:1S-X-X"
"kar-14","gali1262","ayu:pa:kái","aj-upaʔka-i","2S_P_-wake.up-REC","Have you woken up?","hoff1968carib[104]","","","","","kar_2p:2S-X-X"
"kar-22","gali1262","kɨsi-kupi-ja","kɨsi-kupi-ja","1+2>3-bathe-PRS","Both of us bathe him.","hoff1968carib[160]","","","","","kar_12a:1+2>3-X-X"
"kar-24","gali1262","kɨ-kumɨ-ja","kɨ-kumɨ-ja","1+2S_P_-be.hungry-PRS","Both of us are hungry.","hoff1968carib[167]","","","","","kar_12:1+2S-X-X"
"kar-25","gali1262","au ya:woiya","au ɨj-awoi-ja","1 1S_P_-get.up-PRS","I get up","hoff1968carib[169]","","","","","X kar_1p:1S-X-X"
"ikp-58","ikpe1245","j-enen-tup in-kanop-t͡ʃi","j-enen-tup in-kanop-t͡ʃi","1>3-see-NMLZ.NPST 1>3-tell-NPST","When I see him, I tell him.","ikpengpacheco2001[89]","","","","","X-X-X ikp_1a:1>3-X-X"
"apa-143","apal1257","s-akoʔ-no","s-akoʔ-no","1+2>3-cut-IMM","We cut him/her.","koehn1965verb[9]","","","","","apa_12a:1+2>3-X-X"
"apa-144","apal1257","mɨ-kurika-no","mɨ-kurika-no","2>3-wash-IMM","You washed it.","koehn1965verb[12]","","","","","apa_2a:2>3-X-X"
"apa-145","apal1257","mɨ-paka-no","mɨ-paka-no","2S_A_-wake.up-IMM","You woke up.","koehn1965verb[12]","","","","","apa_2a:2S-X-X"
"apa-136","apal1257","i-kuʔ-ko paʔne j-epe","i-kuʔ-ko paʔne j-epe","3P-try-IMP please 1-friend","Try it, my friend.","koehn1986apalai[68]","","","","","apa_3i:3P-X-X X X-X"
"apa-151","apal1257","ako'no","a-akoʔ-no","3>2-cut-IMM","He cut you.","koehn1965verb[9]","","","","","apa_2p:3>2-X-X"
"ing-43","inga1250","pori pe (peʔ) nai?","pori pe (peʔ) nai?","happiness ATTR Q 3.be","Is he/she happy?","cruz2005fonologia[201]","","","","","X X X X"
"kui-105","nucl1656","ku(k)-eletu","ku(k)-eletu","1+2-shelter","our shelter","kuikurodossantos2007[73]","","","","","X-X"
"ing-68","inga1250","ə-maimuka-ʔpɨ-ʔnokon ina uja","ə-maimuka-ʔpɨ-ʔnokon ina uja","2P-respond-PST-PL 1+3 ERG","We answered you.","cruz2005fonologia[251]","","","","","X-X-X-X ing_13pro:1+3 X"
"kui-119","nucl1656","t͡sue i-kat͡su-ntaɣɨ","t͡sue i-kat͡su-ntaɣɨ","much 3S-work-CONT","S/he's working a lot.","franchetto1986kuikuro[159]","","","","","X kui_3i:3S-X-X"
"ara-6","para1310","ae monibruang","ae moni-bru-aŋ","european.honey.bee 3.INT-attack-ASP","Europa attacked (it).","alves2017arara[155]","ae moni-bru-ang","abelha.europa 3PSD.MED-atacar-ASP","Europa atacou","*bru* seems to be transitive, see p. 91","X ara_3int:3>3-X-X"
"apa-49","apal1257","te õko tõ ɨna-n-uo-pito-ne zumo pɨra ro ɨna-a-ʔtao moroto-ino arimi tõ raʔkene zumo-ʔʃo ɨna-a-ʔtao raʔkene","te õko tõ ɨna-n-uo-pito-ne zumo pɨra ro ɨna-a-ʔtao moroto-ino arimi tõ raʔkene zumo-ʔʃo ɨna-a-ʔtao raʔkene","DM wild.turkey 3PL 1+3-3-shoot-INCH-REM big NEG yet 1+3-be-ADVZ.when that-after monkey 3PL really big-INTS 1+3-be-ADVZ.when really","We began to kill wild turkeys when we were not yet big. After that (we killed) monkeys when we were bigger.","koehn1986apalai[42]","","","","","X X X X-X-X-X X X X X-X-X X-X X X X X-X X-X-X X"
"apa-59","apal1257","ot-uru-keʔ ʃĩpo nɨʔ-se ɨna-n-ɨto-ase ropa","ot-uru-keʔ ʃĩpo nɨʔ-se ɨna-n-ɨto-ase ropa","REFL-tell-CESS first sleep-SUP 1+3-3-go-REC again","Having stopped our conversing we went to sleep again.","koehn1986apalai[44]","","","","","X-X-X X X-X X-X-X X"
"apa-133","apal1257","mame ɨna-n-ɨto-ase nɨʔ-se mokã nɨʔ-topo-Ṽpɨrɨ pona","mame ɨna-n-ɨto-ase nɨʔ-se mokã nɨʔ-topo-Ṽpɨrɨ pona","then 1+3-3-go-REC sleep-SUP those sleep-NMLZ-PST.POSS to","Then we went to sleep at those people's former sleeping place.","koehn1986apalai[83]","","","","","X apa_13pro:1+3-X-X X-X X X-X-X X"
"apa-134","apal1257","moroto kana pisarara rokẽ ɨna-n-anɨmɨ-ase","moroto kana pisarara rokẽ ɨna-n-anɨmɨ-ase","there fish small only 1+3-3-lift-REC","There we only caught some small fish.","koehn1986apalai[87]","","","","","X X X X apa_13pro:1+3-X-X"
"wmr-282","waim1253","aa=kɨta-kɨ","aa=kɨta-kɨ","1S=shout-NSPEC.PST","I shouted.","waimiribruno2003[121]","","","","","wmr_1p:1S=X-X"
"mak-22","maqu1238","yüüdüi","j-ɨrɨ-i","3>1-treat-REC.IPFV","He treated me.","maquiritaricaceres2011[187]","","","","","mak_1p:3>1-X-X"
"mak-23","maqu1238","yeesenümüi","j-esenɨmɨ-i","1S_P_-hunt-REC.IPFV","I hunted.","maquiritaricaceres2011[187]","","","","","mak_1p:1S-X-X"
"mak-25","maqu1238","ü'jedöi","ɨ-ʔherə-i","3>1-make.mad-REC.IPFV","He made me mad.","maquiritaricaceres2011[187]","","","","","mak_1p:3>1-X-X"
"mak-26","maqu1238","nöömöi","Ø-nəmə-i","3>1-leave-REC.IPFV","He left me.","maquiritaricaceres2011[187]","","","","","mak_1p:3>1-X-X"
"way-18","waya1269","j-eremi-ka","j-eremi-ka","3>1-sing-VBZ","He prayed over me.","wayanatavares2005[202]","","","","","way_1p:3>1-X-X"
"way-19","waya1269","ɨ-panakma","ɨ-panakma","3>1-hear","S/he heard me.","wayanatavares2005[208]","","","","","way_1p:3>1-X"
"way-20","waya1269","ɨ-wenata-ja-he pɨtə","ɨ-wenata-ja-he pɨtə","1S_P_-vomit-NPST-SAP in.a.minute","I am about to vomit.","wayanatavares2005[213]","","","","","way_1p:1S-X-X-X X"
"kui-1","nucl1656","impi-ni-mɨŋɨ heke tɨ-hit͡sɨ opokine-nɨɣɨ","impi-ni-mɨŋɨ heke tɨ-hit͡sɨ opokine-nɨɣɨ","rob-AGT.NMLZ-NMLZ ERG COR-wife leave-PNCT","The one who robbed left his wife.","franchetto1986kuikuro[185]","","","","","X-X-X X X-X X-X"
"kui-2","nucl1656","tɨ-te-ɲɨ heke tɨ-hit͡sɨ opokine-nɨɣɨ","tɨ-te-ɲɨ heke tɨ-hit͡sɨ opokine-nɨɣɨ","COR-go-NMLZ ERG COR-wife leave-PNCT","The one who went out left his wife.","franchetto1986kuikuro[185]","","","","","X-X-X X X-X X-X"
"kui-4","nucl1656","ku-n-eŋe-lɨ-ko-i ŋeŋe heke-ha iɟali heke-t͡sɨha, asa heke","ku-n-eŋe-lɨ-ko-i ŋeŋe heke-ha iɟali heke-t͡sɨha, asa heke","1+2-INTR-eat-PNCT-PL-COP beast ERG-EMP tapir ERG-EMP deer ERG","It's us who eat animal meat, tapir, deer.","franchetto1986kuikuro[202]","","","","","X-X-X-X-X-X X X-X X X-X X X"
"kui-5","nucl1656","ete ihaki, ipa heke","ete ihaki, ipa heke","village far lake LOC","The village is far from the lake.","franchetto1986kuikuro[203]","","","","","X X X X"
"kui-7","nucl1656","u-koki-t͡saɣɨ akaɣo heke","u-koki-t͡saɣɨ akaɣo heke","1-lie-CONT MED.DEM.PL.ANIM ERG","They are telling lies about me.","franchetto1986kuikuro[204]","","","","","X-X-X X X"
"kui-8","nucl1656","u-akiha-nɨɣɨ i-heke kuɣihe oto-ki","u-akiha-nɨɣɨ i-heke kuɣihe oto-ki","1-tell-PNCT 3-ERG witchcraft owner-INS","He told me about the witchcraft owners.","franchetto1986kuikuro[204]","","","","","X-X-X X-X X X-X"
"kui-9","nucl1656","u-otɨŋki-lɨ i-heke-ni","u-otɨŋki-lɨ i-heke-ni","1-anger-PNCT 3-ERG-PL","They angered me.","franchetto1986kuikuro[204]","","","","","X-X-X X-X-X"
"kui-10","nucl1656","i-hɨni-taɣɨ i-heke, tɨ-taho-ɣu heke","i-hɨni-taɣɨ i-heke, tɨ-taho-ɣu heke","3-miss-CONT 3-ERG COR-face-PERT ERG","He missed him, his face.","franchetto1986kuikuro[204]","","","","","X-X-X X-X X-X-X X"
"kui-11","nucl1656","iɣe koko u-oniki-ɟɨ u-ɲo heke","iɣe koko u-oniki-ɟɨ u-ɲo heke","PROX.DEM.INAN night 1-dream-PNCT 1-husband ERG","This night I dreamt about my husband.","franchetto1986kuikuro[204]","","","","","X X X-X-X X-X X"
"kui-12","nucl1656","“u-e-ɲɨɣɨ e-leɣe-ntiɣi-ni” aɟahi ki-lɨ-ha hɨɣe heke","“u-e-ɲɨɣɨ e-leɣe-ntiɣi-ni” aɟahi ki-lɨ-ha hɨɣe heke","1-see-PNCT 2-ask-SUP-PL A. say-PNCT-EMP arrow ERG","“I came to ask for you”, said Aɟahi to Arrow.","franchetto1986kuikuro[204]","","","","","X-X-X X-X-X-X X X-X-X X X"
"kui-13","nucl1656","i heke u-e-pɨɣɨ","i heke u-e-pɨɣɨ","stick ERG 1-hurt-PFV","It was a piece of wood which hurt me.","franchetto1986kuikuro[205]","","","","","X X X-X-X"
"kui-14","nucl1656","i-tihuɲe-nɨɣɨ-ha eɣe-i i-muɣu oŋitaɣɨ-ha aɣi-lɨ heke","i-tihuɲe-nɨɣɨ-ha eɣe-i i-muɣu oŋitaɣɨ-ha aɣi-lɨ heke","3-do-PNCT-EMP MED.DEM.INAN-COP 3-son post-EMP play-PNCT ERG","The fact of having thrown away his son's post made him cry.","franchetto1986kuikuro[205]","","","","","X-X-X-X X-X X-X X-X X-X X"
"kui-15","nucl1656","u-iŋkuɣi-t͡saɣɨ=taka koniɣe e-i-ɲɨɣɨ heke leha, o-kotu heke leha","u-iŋkuɣi-t͡saɣɨ=taka koniɣe e-i-ɲɨɣɨ heke leha, o-kotu heke leha","1-deceive-CONT=EPIS yesterday 2-be-PNCT ERG CPL 2-bravo ERG CPL","I am deceived by your having been like that yesterday, by you being brave.","franchetto1986kuikuro[205]","","","","","X-X-X=X X X-X-X X X X-X X X"
"kui-16","nucl1656","kaŋaŋatɨ i-t͡sa-ha eɣe-i t͡suhɨɣɨ-ha eɣe-i tauɣi atani ɣele, kɨŋamuke ɣele tauɣi atani","kaŋaŋatɨ i-t͡sa-ha eɣe-i t͡suhɨɣɨ-ha eɣe-i tauɣi atani ɣele, kɨŋamuke ɣele tauɣi atani","K. be-CONT-EMP MED.DEM.INAN-COP time-EMP MED.DEM.INAN-COP T. when still child still T. when","Kaŋaŋatɨ was being that way for a long time, still in Tauri's time, when Tauri was still a child.","franchetto1986kuikuro[206]","","","","","X X-X-X X-X X-X X-X X X X X X X X"
"kui-17","nucl1656","u-ilantu-ntaɣɨ","u-ilantu-ntaɣɨ","1-cook-CONT","I am cooking","franchetto1986kuikuro[207]","","","","","X-X-X"
"kui-18","nucl1656","ala ilante-taɣɨ u-heke","ala ilante-taɣɨ u-heke","cooked.fish cook-CONT 1-ERG","I am cooking fish.","franchetto1986kuikuro[207]","","","","","X X-X X-X"
"kui-19","nucl1656","u-onitu atɨtɨ-i","u-onitu atɨtɨ-i","1-dream good-COP","Dream well.","franchetto1986kuikuro[208]","","","","","X-X X-X"
"kui-20","nucl1656","tɨ heke","tɨ heke","Q ERG","About who?","franchetto1986kuikuro[208]","","","","","X X"
"kui-21","nucl1656","ama heke u-oniki-ɟɨ","ama heke u-oniki-ɟɨ","mother ERG 1-dream-PNCT","Dream about my mother.","franchetto1986kuikuro[208]","","","","","X X X-X-X"
"kui-22","nucl1656","televisao-te i-kat͡su-ntaɣɨ","televisao-te i-kat͡su-ntaɣɨ","television-LOC 3-work-CONT","He worked in television.","franchetto1986kuikuro[208]","","","","","X-X X-X-X"
"kui-25","nucl1656","kaŋa eŋe-taɣɨ ti-heke","kaŋa eŋe-taɣɨ ti-heke","fish eat-CONT 1+3-ERG","We are eating fish.","franchetto1986kuikuro[208]","","","","","X X-X X-X"
"kui-53","nucl1656","u-uã","u-uã","1-shelter","my shelter","kuikurodossantos2007[64]","","","","","X-X"
"kui-56","nucl1656","a-ãɣahi-sɨ","a-ãɣahi-sɨ","2-intestine-PERT","your intestine(s)","kuikurodossantos2007[65]","","","","","X-X-X"
"kui-63","nucl1656","e-uã","e-uã","2-shelter","your shelter","kuikurodossantos2007[66]","","","","","X-X"
"kui-75","nucl1656","i-ipɨão","i-ipɨão","3-aunt","his/her aunts","kuikurodossantos2007[68]","","","","","X-X"
"kui-88","nucl1656","is-ãɨ-ɣɨ","is-ãɨ-ɣɨ","3-louse-PERT","his/her louse","kuikurodossantos2007[70]","","","","","X-X-X"
"kui-93","nucl1656","u-ãɣahi-sɨ","u-ãɣahi-sɨ","1-intestine-PERT","my intestine(s)","kuikurodossantos2007[71]","","","","","X-X-X"
"kui-121","nucl1656","apit͡si heke u-iŋuhi-pɨɣɨ akit͡se-ne-ki","apit͡si heke u-iŋuhi-pɨɣɨ akit͡se-ne-ki","grandma ERG 1-teach-PFV talk-NMLZ-INS","It was grandma who taught me the “chief's talk”.","franchetto1986kuikuro[364]","","","","","X X kui_1p:1P-X-X X-X-X"
"ing-74","inga1250","kən-tərɨ-i","kən-tərɨ-i","1>2-give-REC","I gave you.","cruz2005fonologia[262]","","","","","X-X-X"
"ing-70","inga1250","(u)-tərɨ-i","(u)-tərɨ-i","3>1-give-REC","S/he gave me.","cruz2005fonologia[262]","","","","","ing_1p:3>1-X-X"
"ing-72","inga1250","u-tərɨ-i","u-tərɨ-i","2>1-give-REC","You gave me.","cruz2005fonologia[262]","","","","","X-X-X"
"hix-26","hixk1239","oyonkukmehe","oj-onkukma-jaha","3>2-baffle-NPST","It baffles you.","hixkaryanaderby1985[191]","","","","","hix_2p:3>2-X-X"
"hix-27","hixk1239","omokyaha","o-momokɨ-jaha","3>2-wait.for-NPST","S/he is waiting for you.","hixkaryanaderby1985[191]","","","","","hix_2p:3>2-X-X"
"wai-18","waiw1244","Kîwînko","kɨ-wɨnɨkɨ-o","1S-sleep-IMM","I went to sleep.","waiwaihawkins1998[157]","","","","","X-X-X"
"hix-28","hixk1239","ohorohno","o-horohɨ-no","2S_P_-stop-IMM","You stopped.","hixkaryanaderby1985[191]","","","","","hix_2p:2S-X-X"
"hix-29","hixk1239","oyontano","oj-onta-no","2S_P_-wake.up-IMM","You have woken up.","hixkaryanaderby1985[191]","","","","","hix_2p:2S-X-X"
"hix-30","hixk1239","owratehe","o-wrata-jaha","2S_P_-weep-NPST","You are weeping.","hixkaryanaderby1985[191]","","","","","hix_2p:2S-X-X"
"wai-20","waiw1244","aw-enw-o kamara","aw-enw-o kamara","3>2-see-IMM jaguar","The jaguar saw you.","waiwaihawkins1998[28]","","","","","wai_2p:3>2-X-X X"
"mak-27","maqu1238","öyüdüi","əj-ɨrɨ-i","3>2-treat-REC.IPFV","S/he treated you.","maquiritaricaceres2011[188]","","","","","mak_2p:3>2-X-X"
"mak-28","maqu1238","ayeka'tün'ne","əj-ekaʔtɨmɨ-ne","2S_P_-run-REM.PFV","You ran.","maquiritaricaceres2011[75]","","","","","mak_2p:2S-X-X"
"wmr-179","waim1253","ka ram a-irima-pɨ-pianɨ","ka ram a-irima-pɨ-pianɨ","3PRO PART 2-rest-CAUS-IMM","He made you rest.","waimiribruno2003[101]","","","","","X X wmr_2p:3>2-X-X-X"
"way-22","waya1269","əw-ene","əw-ene","3>2-see","S/he saw you.","wayanatavares2005[208]","","","","","way_2p:3>2-X"
"way-23","waya1269","ə-panakma","ə-panakma","3>2-hear","S/he heard you.","wayanatavares2005[208]","","","","","way_2p:3>2-X"
"apa-3","apal1257","opi t-ɨri-se karapareta a","opi t-ɨri-se karapareta a","medicine CPL-make-CPL K. by","The medicine was made by Karapareta.","koehn1986apalai[34]","","","","","X X-X-X X X"
"tri-5","trio1238","j-apəi","j-apəi","1-seat","my seat","triomeira1999[134]","","","","","X-X"
